"customer_id";"first_name";"last_name";"email";"city";"country";"join_date";"customer_tier";"credit_score"
482;"First_482";"Last_482";"customer_482@email.com";"Chalkida";"Greece";"2020-09-02";"Bronze";807
483;"First_483";"Last_483";"customer_483@email.com";"Larissa";"Greece";"2020-07-01";"Bronze";826
484;"First_484";"Last_484";"customer_484@email.com";"Rhodes";"Germany";"2021-02-25";"Bronze";664
485;"First_485";"Last_485";"customer_485@email.com";"Chania";"Greece";"2019-12-24";"Bronze";597
486;"First_486";"Last_486";"customer_486@email.com";"Patras";"Greece";"2019-06-07";"Bronze";660
487;"First_487";"Last_487";"customer_487@email.com";"Athens";"Greece";"2022-09-08";"Platinum";803
488;"First_488";"Last_488";"customer_488@email.com";"Patras";"Greece";"2022-07-27";"Bronze";329
489;"First_489";"Last_489";"customer_489@email.com";"Heraklion";"France";"2018-11-21";"Bronze";738
490;"First_490";"Last_490";"customer_490@email.com";"Thessaloniki";"Greece";"2021-09-05";"Gold";639
491;"First_491";"Last_491";"customer_491@email.com";"Athens";"Greece";"2022-03-10";"Bronze";425
492;"First_492";"Last_492";"customer_492@email.com";"Ioannina";"Greece";"2022-03-30";"Silver";665
493;"First_493";"Last_493";"customer_493@email.com";"Chania";"Germany";"2020-12-09";"Bronze";742
494;"First_494";"Last_494";"customer_494@email.com";"Ioannina";"Greece";"2022-05-27";"Bronze";562
495;"First_495";"Last_495";"customer_495@email.com";"Larissa";"UK";"2018-03-10";"Gold";521
496;"First_496";"Last_496";"customer_496@email.com";"Athens";"Greece";"2019-01-26";"Silver";301
497;"First_497";"Last_497";"customer_497@email.com";"Ioannina";"Greece";"2019-01-18";"Bronze";693
498;"First_498";"Last_498";"customer_498@email.com";"Ioannina";"Greece";"2018-01-16";"Silver";605
499;"First_499";"Last_499";"customer_499@email.com";"Rhodes";"Greece";"2022-01-02";"Gold";445
500;"First_500";"Last_500";"customer_500@email.com";"Patras";"Greece";"2020-04-25";"Bronze";829
501;"First_501";"Last_501";"customer_501@email.com";"Rhodes";"Greece";"2020-05-18";"Silver";827
502;"First_502";"Last_502";"customer_502@email.com";"Athens";"Italy";"2019-07-22";"Platinum";607
503;"First_503";"Last_503";"customer_503@email.com";"Athens";"Greece";"2022-06-29";"Bronze";639
504;"First_504";"Last_504";"customer_504@email.com";"Heraklion";"Germany";"2018-05-12";"Silver";651
505;"First_505";"Last_505";"customer_505@email.com";"Rhodes";"Greece";"2022-05-03";"Silver";508
506;"First_506";"Last_506";"customer_506@email.com";"Volos";"Greece";"2021-06-25";"Silver";504
507;"First_507";"Last_507";"customer_507@email.com";"Patras";"Greece";"2018-09-30";"Bronze";314
508;"First_508";"Last_508";"customer_508@email.com";"Athens";"Italy";"2022-07-05";"Bronze";727
509;"First_509";"Last_509";"customer_509@email.com";"Heraklion";"Greece";"2021-10-04";"Silver";775
510;"First_510";"Last_510";"customer_510@email.com";"Rhodes";"Greece";"2019-04-29";"Bronze";597
511;"First_511";"Last_511";"customer_511@email.com";"Patras";"Greece";"2019-07-04";"Bronze";393
512;"First_512";"Last_512";"customer_512@email.com";"Rhodes";"Greece";"2018-12-23";"Bronze";406
513;"First_513";"Last_513";"customer_513@email.com";"Ioannina";"Greece";"2022-11-11";"Bronze";718
514;"First_514";"Last_514";"customer_514@email.com";"Heraklion";"Greece";"2021-09-03";"Platinum";577
515;"First_515";"Last_515";"customer_515@email.com";"Patras";"Greece";"2022-07-15";"Bronze";427
516;"First_516";"Last_516";"customer_516@email.com";"Chalkida";"Greece";"2020-12-07";"Platinum";758
517;"First_517";"Last_517";"customer_517@email.com";"Larissa";"UK";"2020-10-30";"Bronze";337
518;"First_518";"Last_518";"customer_518@email.com";"Larissa";"Greece";"2018-08-21";"Silver";497
519;"First_519";"Last_519";"customer_519@email.com";"Patras";"Greece";"2018-02-05";"Bronze";656
520;"First_520";"Last_520";"customer_520@email.com";"Rhodes";"Greece";"2019-02-17";"Silver";306
521;"First_521";"Last_521";"customer_521@email.com";"Heraklion";"Germany";"2022-01-25";"Silver";631
522;"First_522";"Last_522";"customer_522@email.com";"Larissa";"Greece";"2020-10-24";"Bronze";818
523;"First_523";"Last_523";"customer_523@email.com";"Heraklion";"Greece";"2018-02-13";"Gold";493
524;"First_524";"Last_524";"customer_524@email.com";"Larissa";"Greece";"2019-07-22";"Bronze";615
525;"First_525";"Last_525";"customer_525@email.com";"Ioannina";"Greece";"2022-04-27";"Silver";300
526;"First_526";"Last_526";"customer_526@email.com";"Rhodes";"Greece";"2021-07-02";"Platinum";361
527;"First_527";"Last_527";"customer_527@email.com";"Ioannina";"Germany";"2020-01-10";"Gold";642
528;"First_528";"Last_528";"customer_528@email.com";"Larissa";"France";"2018-04-24";"Platinum";317
529;"First_529";"Last_529";"customer_529@email.com";"Chalkida";"Germany";"2022-11-08";"Bronze";670
530;"First_530";"Last_530";"customer_530@email.com";"Chalkida";"Greece";"2019-02-01";"Bronze";534
531;"First_531";"Last_531";"customer_531@email.com";"Ioannina";"Greece";"2021-04-12";"Bronze";368
532;"First_532";"Last_532";"customer_532@email.com";"Chalkida";"Greece";"2021-07-02";"Silver";746
533;"First_533";"Last_533";"customer_533@email.com";"Larissa";"Greece";"2019-04-11";"Silver";307
534;"First_534";"Last_534";"customer_534@email.com";"Patras";"Greece";"2021-07-24";"Bronze";761
535;"First_535";"Last_535";"customer_535@email.com";"Ioannina";"UK";"2022-01-27";"Silver";610
536;"First_536";"Last_536";"customer_536@email.com";"Thessaloniki";"Greece";"2020-04-26";"Bronze";433
537;"First_537";"Last_537";"customer_537@email.com";"Rhodes";"Greece";"2019-05-17";"Bronze";684
538;"First_538";"Last_538";"customer_538@email.com";"Chalkida";"Greece";"2019-03-17";"Silver";355
539;"First_539";"Last_539";"customer_539@email.com";"Chalkida";"Greece";"2018-03-10";"Bronze";659
540;"First_540";"Last_540";"customer_540@email.com";"Athens";"Greece";"2022-03-13";"Gold";413
541;"First_541";"Last_541";"customer_541@email.com";"Volos";"France";"2018-11-22";"Bronze";387
542;"First_542";"Last_542";"customer_542@email.com";"Ioannina";"Greece";"2022-11-01";"Silver";437
543;"First_543";"Last_543";"customer_543@email.com";"Chania";"UK";"2018-03-08";"Bronze";407
544;"First_544";"Last_544";"customer_544@email.com";"Chalkida";"UK";"2018-10-31";"Bronze";799
545;"First_545";"Last_545";"customer_545@email.com";"Rhodes";"UK";"2020-08-29";"Silver";834
546;"First_546";"Last_546";"customer_546@email.com";"Thessaloniki";"Greece";"2019-04-29";"Gold";443
547;"First_547";"Last_547";"customer_547@email.com";"Chalkida";"Greece";"2020-07-17";"Bronze";355
548;"First_548";"Last_548";"customer_548@email.com";"Thessaloniki";"Greece";"2022-04-21";"Bronze";305
549;"First_549";"Last_549";"customer_549@email.com";"Larissa";"Germany";"2021-12-11";"Silver";841
550;"First_550";"Last_550";"customer_550@email.com";"Larissa";"Greece";"2021-03-28";"Bronze";746
551;"First_551";"Last_551";"customer_551@email.com";"Volos";"France";"2018-05-29";"Gold";684
552;"First_552";"Last_552";"customer_552@email.com";"Patras";"Greece";"2020-11-16";"Silver";606
553;"First_553";"Last_553";"customer_553@email.com";"Chania";"Greece";"2020-09-13";"Bronze";601
554;"First_554";"Last_554";"customer_554@email.com";"Athens";"Greece";"2019-08-07";"Bronze";704
555;"First_555";"Last_555";"customer_555@email.com";"Volos";"Greece";"2018-09-05";"Silver";809
556;"First_556";"Last_556";"customer_556@email.com";"Heraklion";"Greece";"2021-01-29";"Bronze";372
557;"First_557";"Last_557";"customer_557@email.com";"Athens";"UK";"2019-12-03";"Silver";564
558;"First_558";"Last_558";"customer_558@email.com";"Ioannina";"Germany";"2018-04-06";"Bronze";526
559;"First_559";"Last_559";"customer_559@email.com";"Rhodes";"France";"2021-11-08";"Silver";492
560;"First_560";"Last_560";"customer_560@email.com";"Heraklion";"France";"2018-10-09";"Bronze";673
561;"First_561";"Last_561";"customer_561@email.com";"Heraklion";"France";"2018-11-18";"Gold";309
562;"First_562";"Last_562";"customer_562@email.com";"Volos";"Greece";"2021-11-20";"Bronze";601
563;"First_563";"Last_563";"customer_563@email.com";"Patras";"UK";"2021-07-25";"Bronze";658
564;"First_564";"Last_564";"customer_564@email.com";"Volos";"Greece";"2019-06-13";"Gold";351
565;"First_565";"Last_565";"customer_565@email.com";"Ioannina";"Greece";"2018-09-20";"Bronze";398
566;"First_566";"Last_566";"customer_566@email.com";"Chalkida";"Germany";"2022-07-01";"Bronze";312
567;"First_567";"Last_567";"customer_567@email.com";"Chalkida";"Greece";"2019-08-03";"Bronze";689
568;"First_568";"Last_568";"customer_568@email.com";"Patras";"Greece";"2022-07-22";"Bronze";656
569;"First_569";"Last_569";"customer_569@email.com";"Ioannina";"Greece";"2021-08-09";"Gold";310
570;"First_570";"Last_570";"customer_570@email.com";"Patras";"Greece";"2018-10-21";"Silver";380
571;"First_571";"Last_571";"customer_571@email.com";"Thessaloniki";"Italy";"2022-06-20";"Bronze";560
572;"First_572";"Last_572";"customer_572@email.com";"Chalkida";"Greece";"2019-01-30";"Silver";305
573;"First_573";"Last_573";"customer_573@email.com";"Heraklion";"Greece";"2019-05-28";"Silver";757
574;"First_574";"Last_574";"customer_574@email.com";"Chania";"Greece";"2020-07-09";"Gold";672
575;"First_575";"Last_575";"customer_575@email.com";"Rhodes";"Greece";"2020-03-20";"Bronze";780
576;"First_576";"Last_576";"customer_576@email.com";"Ioannina";"Italy";"2021-04-18";"Silver";521
577;"First_577";"Last_577";"customer_577@email.com";"Athens";"Greece";"2020-07-08";"Silver";380
578;"First_578";"Last_578";"customer_578@email.com";"Patras";"Greece";"2019-11-24";"Bronze";814
579;"First_579";"Last_579";"customer_579@email.com";"Rhodes";"Germany";"2018-08-23";"Bronze";359
580;"First_580";"Last_580";"customer_580@email.com";"Athens";"Italy";"2020-08-09";"Bronze";520
581;"First_581";"Last_581";"customer_581@email.com";"Rhodes";"Germany";"2021-09-22";"Silver";648
582;"First_582";"Last_582";"customer_582@email.com";"Chania";"France";"2020-10-28";"Bronze";527
583;"First_583";"Last_583";"customer_583@email.com";"Athens";"Greece";"2022-01-06";"Platinum";589
584;"First_584";"Last_584";"customer_584@email.com";"Volos";"Greece";"2019-06-23";"Bronze";592
585;"First_585";"Last_585";"customer_585@email.com";"Larissa";"Greece";"2020-03-30";"Silver";492
586;"First_586";"Last_586";"customer_586@email.com";"Volos";"France";"2022-08-09";"Gold";773
587;"First_587";"Last_587";"customer_587@email.com";"Chalkida";"Greece";"2021-01-19";"Silver";556
588;"First_588";"Last_588";"customer_588@email.com";"Larissa";"Greece";"2018-09-29";"Gold";805
589;"First_589";"Last_589";"customer_589@email.com";"Volos";"Greece";"2020-10-25";"Gold";687
590;"First_590";"Last_590";"customer_590@email.com";"Larissa";"Greece";"2022-06-06";"Bronze";697
591;"First_591";"Last_591";"customer_591@email.com";"Larissa";"Greece";"2021-05-27";"Silver";665
592;"First_592";"Last_592";"customer_592@email.com";"Heraklion";"Italy";"2021-02-15";"Bronze";589
593;"First_593";"Last_593";"customer_593@email.com";"Patras";"Greece";"2019-08-16";"Silver";608
594;"First_594";"Last_594";"customer_594@email.com";"Patras";"Germany";"2020-09-02";"Bronze";577
595;"First_595";"Last_595";"customer_595@email.com";"Heraklion";"UK";"2022-05-25";"Silver";763
596;"First_596";"Last_596";"customer_596@email.com";"Rhodes";"Greece";"2018-04-25";"Silver";488
597;"First_597";"Last_597";"customer_597@email.com";"Thessaloniki";"Greece";"2018-09-20";"Bronze";477
598;"First_598";"Last_598";"customer_598@email.com";"Rhodes";"Greece";"2021-08-22";"Bronze";827
599;"First_599";"Last_599";"customer_599@email.com";"Athens";"Greece";"2022-08-05";"Platinum";674
600;"First_600";"Last_600";"customer_600@email.com";"Athens";"Germany";"2021-12-16";"Bronze";753
601;"First_601";"Last_601";"customer_601@email.com";"Larissa";"Greece";"2018-07-26";"Bronze";516
602;"First_602";"Last_602";"customer_602@email.com";"Volos";"Greece";"2022-07-05";"Bronze";341
603;"First_603";"Last_603";"customer_603@email.com";"Volos";"Greece";"2018-10-30";"Platinum";493
604;"First_604";"Last_604";"customer_604@email.com";"Patras";"Italy";"2018-04-22";"Platinum";626
605;"First_605";"Last_605";"customer_605@email.com";"Ioannina";"France";"2021-12-11";"Silver";672
606;"First_606";"Last_606";"customer_606@email.com";"Rhodes";"France";"2022-04-28";"Gold";764
607;"First_607";"Last_607";"customer_607@email.com";"Chalkida";"UK";"2021-08-01";"Bronze";462
608;"First_608";"Last_608";"customer_608@email.com";"Chania";"Greece";"2022-07-22";"Platinum";575
609;"First_609";"Last_609";"customer_609@email.com";"Volos";"UK";"2018-07-04";"Bronze";663
610;"First_610";"Last_610";"customer_610@email.com";"Chania";"Greece";"2022-10-31";"Bronze";779
611;"First_611";"Last_611";"customer_611@email.com";"Larissa";"Germany";"2020-06-19";"Bronze";759
612;"First_612";"Last_612";"customer_612@email.com";"Chania";"Germany";"2018-08-09";"Silver";564
613;"First_613";"Last_613";"customer_613@email.com";"Chalkida";"Greece";"2022-01-07";"Silver";838
614;"First_614";"Last_614";"customer_614@email.com";"Heraklion";"UK";"2021-02-14";"Bronze";685
615;"First_615";"Last_615";"customer_615@email.com";"Chalkida";"Italy";"2020-12-29";"Platinum";384
616;"First_616";"Last_616";"customer_616@email.com";"Chania";"Greece";"2020-06-16";"Bronze";615
617;"First_617";"Last_617";"customer_617@email.com";"Chalkida";"France";"2020-12-29";"Bronze";542
618;"First_618";"Last_618";"customer_618@email.com";"Thessaloniki";"Greece";"2019-09-14";"Bronze";768
619;"First_619";"Last_619";"customer_619@email.com";"Larissa";"Greece";"2019-03-03";"Silver";641
620;"First_620";"Last_620";"customer_620@email.com";"Rhodes";"Greece";"2019-10-06";"Gold";476
621;"First_621";"Last_621";"customer_621@email.com";"Heraklion";"Greece";"2019-07-22";"Bronze";429
622;"First_622";"Last_622";"customer_622@email.com";"Volos";"Italy";"2019-03-19";"Silver";382
623;"First_623";"Last_623";"customer_623@email.com";"Athens";"France";"2019-08-24";"Bronze";659
624;"First_624";"Last_624";"customer_624@email.com";"Rhodes";"UK";"2021-03-06";"Silver";387
625;"First_625";"Last_625";"customer_625@email.com";"Athens";"Greece";"2019-05-19";"Platinum";831
626;"First_626";"Last_626";"customer_626@email.com";"Larissa";"Italy";"2018-05-11";"Bronze";770
627;"First_627";"Last_627";"customer_627@email.com";"Heraklion";"Greece";"2018-08-06";"Gold";797
628;"First_628";"Last_628";"customer_628@email.com";"Patras";"France";"2019-11-19";"Silver";806
629;"First_629";"Last_629";"customer_629@email.com";"Volos";"Greece";"2018-06-20";"Bronze";653
630;"First_630";"Last_630";"customer_630@email.com";"Thessaloniki";"Greece";"2022-02-07";"Platinum";715
631;"First_631";"Last_631";"customer_631@email.com";"Patras";"Germany";"2019-09-04";"Bronze";350
632;"First_632";"Last_632";"customer_632@email.com";"Larissa";"Greece";"2020-09-18";"Bronze";362
633;"First_633";"Last_633";"customer_633@email.com";"Rhodes";"Greece";"2021-02-26";"Bronze";388
634;"First_634";"Last_634";"customer_634@email.com";"Thessaloniki";"Greece";"2018-02-26";"Bronze";489
635;"First_635";"Last_635";"customer_635@email.com";"Chalkida";"Greece";"2021-04-19";"Gold";647
636;"First_636";"Last_636";"customer_636@email.com";"Chania";"Greece";"2018-09-03";"Silver";837
637;"First_637";"Last_637";"customer_637@email.com";"Thessaloniki";"Greece";"2018-05-24";"Gold";475
638;"First_638";"Last_638";"customer_638@email.com";"Larissa";"Greece";"2020-12-10";"Bronze";663
639;"First_639";"Last_639";"customer_639@email.com";"Ioannina";"Greece";"2019-01-03";"Bronze";782
640;"First_640";"Last_640";"customer_640@email.com";"Chania";"Germany";"2022-01-22";"Bronze";418
641;"First_641";"Last_641";"customer_641@email.com";"Athens";"Greece";"2018-08-06";"Silver";468
642;"First_642";"Last_642";"customer_642@email.com";"Volos";"Italy";"2019-09-08";"Platinum";446
643;"First_643";"Last_643";"customer_643@email.com";"Athens";"France";"2022-05-10";"Silver";736
644;"First_644";"Last_644";"customer_644@email.com";"Thessaloniki";"Greece";"2021-07-04";"Bronze";738
645;"First_645";"Last_645";"customer_645@email.com";"Athens";"UK";"2021-03-25";"Gold";488
646;"First_646";"Last_646";"customer_646@email.com";"Larissa";"France";"2022-05-08";"Silver";459
647;"First_647";"Last_647";"customer_647@email.com";"Chalkida";"Italy";"2019-03-18";"Bronze";701
648;"First_648";"Last_648";"customer_648@email.com";"Rhodes";"Greece";"2020-04-20";"Gold";317
649;"First_649";"Last_649";"customer_649@email.com";"Volos";"Greece";"2020-08-13";"Bronze";439
650;"First_650";"Last_650";"customer_650@email.com";"Athens";"Germany";"2019-11-30";"Bronze";414
651;"First_651";"Last_651";"customer_651@email.com";"Athens";"Germany";"2020-05-25";"Bronze";627
652;"First_652";"Last_652";"customer_652@email.com";"Thessaloniki";"Germany";"2022-08-13";"Bronze";524
653;"First_653";"Last_653";"customer_653@email.com";"Rhodes";"Greece";"2020-02-15";"Bronze";738
654;"First_654";"Last_654";"customer_654@email.com";"Patras";"France";"2020-02-01";"Bronze";849
655;"First_655";"Last_655";"customer_655@email.com";"Athens";"Italy";"2020-08-02";"Bronze";685
656;"First_656";"Last_656";"customer_656@email.com";"Larissa";"Greece";"2020-07-11";"Silver";820
657;"First_657";"Last_657";"customer_657@email.com";"Ioannina";"Greece";"2020-07-23";"Platinum";552
658;"First_658";"Last_658";"customer_658@email.com";"Volos";"Greece";"2022-10-13";"Silver";397
659;"First_659";"Last_659";"customer_659@email.com";"Athens";"France";"2018-01-25";"Bronze";370
660;"First_660";"Last_660";"customer_660@email.com";"Larissa";"Germany";"2020-03-16";"Bronze";746
661;"First_661";"Last_661";"customer_661@email.com";"Larissa";"Germany";"2022-08-15";"Bronze";389
662;"First_662";"Last_662";"customer_662@email.com";"Volos";"Greece";"2022-04-09";"Bronze";729
663;"First_663";"Last_663";"customer_663@email.com";"Patras";"Greece";"2020-02-03";"Silver";518
664;"First_664";"Last_664";"customer_664@email.com";"Larissa";"Greece";"2020-12-19";"Silver";406
665;"First_665";"Last_665";"customer_665@email.com";"Ioannina";"Greece";"2022-01-30";"Silver";775
666;"First_666";"Last_666";"customer_666@email.com";"Larissa";"UK";"2019-03-10";"Silver";753
667;"First_667";"Last_667";"customer_667@email.com";"Larissa";"Italy";"2020-05-28";"Bronze";843
668;"First_668";"Last_668";"customer_668@email.com";"Larissa";"Italy";"2020-12-25";"Bronze";425
669;"First_669";"Last_669";"customer_669@email.com";"Chalkida";"Italy";"2020-06-28";"Silver";446
670;"First_670";"Last_670";"customer_670@email.com";"Chalkida";"Greece";"2019-07-19";"Bronze";579
671;"First_671";"Last_671";"customer_671@email.com";"Patras";"Greece";"2018-04-16";"Bronze";323
672;"First_672";"Last_672";"customer_672@email.com";"Athens";"UK";"2018-04-06";"Bronze";419
673;"First_673";"Last_673";"customer_673@email.com";"Larissa";"Italy";"2022-09-08";"Bronze";596
674;"First_674";"Last_674";"customer_674@email.com";"Rhodes";"Greece";"2022-04-24";"Bronze";381
675;"First_675";"Last_675";"customer_675@email.com";"Athens";"Greece";"2018-06-17";"Gold";747
676;"First_676";"Last_676";"customer_676@email.com";"Patras";"Greece";"2018-02-11";"Gold";769
677;"First_677";"Last_677";"customer_677@email.com";"Heraklion";"Germany";"2018-04-14";"Bronze";722
678;"First_678";"Last_678";"customer_678@email.com";"Athens";"Greece";"2021-05-12";"Bronze";844
679;"First_679";"Last_679";"customer_679@email.com";"Athens";"Greece";"2019-06-04";"Silver";323
680;"First_680";"Last_680";"customer_680@email.com";"Chania";"Greece";"2018-10-09";"Bronze";360
681;"First_681";"Last_681";"customer_681@email.com";"Thessaloniki";"Greece";"2020-12-02";"Bronze";383
682;"First_682";"Last_682";"customer_682@email.com";"Chania";"France";"2020-08-04";"Bronze";524
683;"First_683";"Last_683";"customer_683@email.com";"Ioannina";"Greece";"2021-02-07";"Bronze";485
684;"First_684";"Last_684";"customer_684@email.com";"Chalkida";"Germany";"2021-05-18";"Silver";674
685;"First_685";"Last_685";"customer_685@email.com";"Chalkida";"Germany";"2020-01-19";"Gold";371
686;"First_686";"Last_686";"customer_686@email.com";"Thessaloniki";"France";"2020-04-10";"Bronze";373
687;"First_687";"Last_687";"customer_687@email.com";"Volos";"Greece";"2018-02-18";"Bronze";640
688;"First_688";"Last_688";"customer_688@email.com";"Volos";"Italy";"2018-04-25";"Bronze";452
689;"First_689";"Last_689";"customer_689@email.com";"Patras";"Greece";"2021-03-24";"Bronze";395
690;"First_690";"Last_690";"customer_690@email.com";"Thessaloniki";"Italy";"2022-07-31";"Platinum";744
691;"First_691";"Last_691";"customer_691@email.com";"Athens";"Italy";"2019-05-18";"Silver";409
692;"First_692";"Last_692";"customer_692@email.com";"Volos";"Greece";"2022-08-30";"Silver";757
693;"First_693";"Last_693";"customer_693@email.com";"Larissa";"Greece";"2022-10-01";"Silver";350
694;"First_694";"Last_694";"customer_694@email.com";"Rhodes";"Greece";"2020-09-12";"Gold";676
695;"First_695";"Last_695";"customer_695@email.com";"Athens";"Greece";"2018-03-12";"Gold";372
696;"First_696";"Last_696";"customer_696@email.com";"Ioannina";"Greece";"2020-10-08";"Bronze";511
697;"First_697";"Last_697";"customer_697@email.com";"Larissa";"Greece";"2022-03-23";"Bronze";731
698;"First_698";"Last_698";"customer_698@email.com";"Larissa";"Greece";"2022-10-02";"Silver";467
699;"First_699";"Last_699";"customer_699@email.com";"Thessaloniki";"Greece";"2021-09-21";"Bronze";630
700;"First_700";"Last_700";"customer_700@email.com";"Patras";"Greece";"2018-03-08";"Platinum";793
701;"First_701";"Last_701";"customer_701@email.com";"Ioannina";"Greece";"2022-02-25";"Silver";442
702;"First_702";"Last_702";"customer_702@email.com";"Volos";"Greece";"2022-08-01";"Platinum";744
703;"First_703";"Last_703";"customer_703@email.com";"Thessaloniki";"Greece";"2022-11-13";"Bronze";693
704;"First_704";"Last_704";"customer_704@email.com";"Volos";"Greece";"2020-08-24";"Gold";811
705;"First_705";"Last_705";"customer_705@email.com";"Thessaloniki";"Greece";"2021-05-21";"Bronze";627
706;"First_706";"Last_706";"customer_706@email.com";"Thessaloniki";"France";"2018-06-30";"Platinum";558
707;"First_707";"Last_707";"customer_707@email.com";"Thessaloniki";"Greece";"2022-11-25";"Bronze";736
708;"First_708";"Last_708";"customer_708@email.com";"Patras";"Greece";"2019-09-05";"Silver";648
709;"First_709";"Last_709";"customer_709@email.com";"Thessaloniki";"Greece";"2022-06-11";"Silver";814
710;"First_710";"Last_710";"customer_710@email.com";"Heraklion";"France";"2019-11-28";"Bronze";748
711;"First_711";"Last_711";"customer_711@email.com";"Rhodes";"France";"2019-08-26";"Bronze";698
712;"First_712";"Last_712";"customer_712@email.com";"Volos";"France";"2018-09-05";"Platinum";513
713;"First_713";"Last_713";"customer_713@email.com";"Athens";"Germany";"2021-05-22";"Bronze";845
714;"First_714";"Last_714";"customer_714@email.com";"Chania";"Greece";"2018-12-25";"Silver";588
715;"First_715";"Last_715";"customer_715@email.com";"Ioannina";"Greece";"2018-09-06";"Bronze";558
716;"First_716";"Last_716";"customer_716@email.com";"Chalkida";"Greece";"2019-09-30";"Gold";557
717;"First_717";"Last_717";"customer_717@email.com";"Patras";"Italy";"2020-08-07";"Silver";687
718;"First_718";"Last_718";"customer_718@email.com";"Athens";"Germany";"2022-03-20";"Bronze";844
719;"First_719";"Last_719";"customer_719@email.com";"Larissa";"UK";"2021-01-16";"Bronze";564
720;"First_720";"Last_720";"customer_720@email.com";"Heraklion";"Greece";"2019-10-25";"Silver";612
721;"First_721";"Last_721";"customer_721@email.com";"Chalkida";"France";"2018-06-25";"Bronze";339
722;"First_722";"Last_722";"customer_722@email.com";"Chania";"Greece";"2019-12-24";"Bronze";509
723;"First_723";"Last_723";"customer_723@email.com";"Athens";"Greece";"2019-03-02";"Silver";571
724;"First_724";"Last_724";"customer_724@email.com";"Chalkida";"Greece";"2022-11-30";"Bronze";435
725;"First_725";"Last_725";"customer_725@email.com";"Athens";"Greece";"2022-06-15";"Bronze";359
726;"First_726";"Last_726";"customer_726@email.com";"Heraklion";"Greece";"2020-02-10";"Silver";809
727;"First_727";"Last_727";"customer_727@email.com";"Chania";"France";"2019-12-04";"Bronze";814
728;"First_728";"Last_728";"customer_728@email.com";"Larissa";"Greece";"2018-03-22";"Bronze";314
729;"First_729";"Last_729";"customer_729@email.com";"Thessaloniki";"Greece";"2020-07-15";"Bronze";554
730;"First_730";"Last_730";"customer_730@email.com";"Volos";"Greece";"2018-05-18";"Silver";834
731;"First_731";"Last_731";"customer_731@email.com";"Larissa";"Greece";"2021-12-27";"Silver";534
732;"First_732";"Last_732";"customer_732@email.com";"Thessaloniki";"France";"2019-04-15";"Silver";430
733;"First_733";"Last_733";"customer_733@email.com";"Patras";"UK";"2018-12-16";"Bronze";316
734;"First_734";"Last_734";"customer_734@email.com";"Rhodes";"UK";"2021-02-23";"Bronze";484
735;"First_735";"Last_735";"customer_735@email.com";"Ioannina";"France";"2021-08-25";"Bronze";690
736;"First_736";"Last_736";"customer_736@email.com";"Ioannina";"UK";"2021-06-07";"Bronze";722
737;"First_737";"Last_737";"customer_737@email.com";"Volos";"Greece";"2022-01-23";"Gold";741
738;"First_738";"Last_738";"customer_738@email.com";"Chania";"UK";"2021-09-30";"Bronze";311
739;"First_739";"Last_739";"customer_739@email.com";"Heraklion";"Greece";"2018-11-06";"Bronze";819
740;"First_740";"Last_740";"customer_740@email.com";"Chania";"Greece";"2020-11-09";"Bronze";379
741;"First_741";"Last_741";"customer_741@email.com";"Heraklion";"Greece";"2022-05-04";"Silver";601
742;"First_742";"Last_742";"customer_742@email.com";"Chania";"UK";"2020-09-28";"Silver";515
743;"First_743";"Last_743";"customer_743@email.com";"Rhodes";"UK";"2022-07-29";"Silver";547
744;"First_744";"Last_744";"customer_744@email.com";"Patras";"Greece";"2022-04-14";"Gold";840
745;"First_745";"Last_745";"customer_745@email.com";"Patras";"UK";"2022-05-03";"Bronze";571
746;"First_746";"Last_746";"customer_746@email.com";"Thessaloniki";"Italy";"2022-02-09";"Bronze";432
747;"First_747";"Last_747";"customer_747@email.com";"Chalkida";"Greece";"2018-09-26";"Bronze";304
748;"First_748";"Last_748";"customer_748@email.com";"Patras";"Greece";"2020-10-23";"Silver";841
749;"First_749";"Last_749";"customer_749@email.com";"Patras";"UK";"2020-02-09";"Silver";440
750;"First_750";"Last_750";"customer_750@email.com";"Larissa";"Greece";"2018-01-16";"Silver";782
751;"First_751";"Last_751";"customer_751@email.com";"Larissa";"Germany";"2019-08-29";"Silver";604
752;"First_752";"Last_752";"customer_752@email.com";"Thessaloniki";"Greece";"2021-10-13";"Silver";644
753;"First_753";"Last_753";"customer_753@email.com";"Chalkida";"Greece";"2022-07-28";"Gold";569
754;"First_754";"Last_754";"customer_754@email.com";"Volos";"UK";"2020-03-23";"Silver";407
755;"First_755";"Last_755";"customer_755@email.com";"Larissa";"Germany";"2021-03-02";"Silver";773
756;"First_756";"Last_756";"customer_756@email.com";"Volos";"France";"2021-08-28";"Bronze";381
757;"First_757";"Last_757";"customer_757@email.com";"Athens";"France";"2019-04-27";"Silver";383
758;"First_758";"Last_758";"customer_758@email.com";"Larissa";"UK";"2020-06-13";"Gold";589
759;"First_759";"Last_759";"customer_759@email.com";"Rhodes";"Germany";"2022-04-17";"Bronze";370
760;"First_760";"Last_760";"customer_760@email.com";"Chalkida";"Greece";"2021-08-21";"Silver";474
761;"First_761";"Last_761";"customer_761@email.com";"Thessaloniki";"Greece";"2018-09-26";"Silver";762
762;"First_762";"Last_762";"customer_762@email.com";"Athens";"Greece";"2019-02-18";"Bronze";694
